scenario,year,month,can_production_mwh,curtailment_cnf_mwh,curtailment_ene_mwh,curtailment_mwh,curtailment_pct,curtailment_cnf_pct,curtailment_ene_pct
central,2033,9,48643.8704675765,237.598795794567,6925.18016387043,7162.778959665,0.1472493634000473,0.004884454989101621,0.14236490841094562
central,2033,10,53643.0366038623,409.10550181206,6380.64087767056,6789.74637948262,0.12657274474640307,0.007626441896516433,0.11894630284988665
central,2033,11,49467.2438266903,165.160682203843,5851.49967763928,6016.66035984313,0.12162918113899063,0.0033387888515173294,0.11829039228747315
central,2033,12,50912.8346379014,182.446819965637,8194.81895154461,8377.26577151025,0.16454133483414227,0.003583513298036186,0.16095782153610602
central,2034,1,57941.6837422967,497.698159714692,9318.81834572189,9816.51650543658,0.16942062900858795,0.008589639229820631,0.1608309897787673
central,2034,2,45966.6013665519,233.135423872453,2449.12106986868,2682.25649374113,0.05835229088076334,0.0050718438375149605,0.05328044704324845
central,2034,3,45372.0939091335,255.663221264909,3972.5615239245,4228.22474518941,0.09318998487610596,0.0056348120449747074,0.08755517283113122
central,2034,4,41218.0180375478,0.0,1655.46379257559,1655.46379257559,0.040163595228366766,0.0,0.040163595228366766
central,2034,5,37714.1299801733,0.0,1750.57982802351,1750.57982802351,0.04641708105009469,0.0,0.04641708105009469
central,2034,6,35583.8140358138,0.0,2822.76896226616,2822.76896226616,0.07932733010084718,0.0,0.07932733010084718
central,2034,7,38782.3918665371,0.0,3595.26234757988,3595.26234757988,0.09270347120291997,0.0,0.09270347120291997
central,2034,8,41903.0232747619,0.0,7362.79832902873,7362.79832902873,0.17571043217455212,0.0,0.17571043217455212
central,2034,9,48643.8704675765,33.4164598507275,7757.91119003952,7791.32764989025,0.1601708000411593,0.0006869613690177305,0.15948383867214153
central,2034,10,53643.0366038623,612.750985061339,5805.66409561263,6418.41508067396,0.11965048004407404,0.011422749789247032,0.10822773025482718
central,2034,11,49467.2438266903,235.86557574302,5725.48262061538,5961.3481963584,0.12051102376441529,0.004768116383629151,0.11574290738078614
central,2034,12,50912.8346379014,56.1723841882303,8012.45974685911,8068.63213104734,0.1584793341096108,0.001103304983659533,0.15737602912595125
central,2035,1,57941.6837422967,245.369665351333,8901.58102494858,9146.95069029992,0.15786477194867504,0.004234769331913912,0.153630002616761
central,2035,2,45966.6013665519,129.841993701997,2432.3873017693,2562.22929547129,0.05574110809366307,0.002824702933040378,0.05291640516062284
central,2035,3,45372.0939091335,21.2768942899539,3269.46283616314,3290.73973045309,0.0725278347753454,0.0004689423047692056,0.07205889247057627
central,2035,4,41218.0180375478,0.0,1422.4698899633,1422.4698899633,0.03451087552699628,0.0,0.03451087552699628
central,2035,5,37714.1299801733,0.0,1484.83720950769,1484.83720950769,0.039370846160001145,0.0,0.039370846160001145
central,2035,6,35583.8140358138,0.0,3234.52552653716,3234.52552653716,0.09089878682711554,0.0,0.09089878682711554
central,2035,7,38782.3918665371,0.0,4594.76524258806,4594.76524258806,0.11847555092527944,0.0,0.11847555092527944
central,2035,8,41903.0232747619,0.0,7860.71572890786,7860.71572890786,0.18759304495440432,0.0,0.18759304495440432
central,2035,9,48643.8704675765,100.027663524652,8916.89043267309,9016.91809619774,0.18536596717171086,0.002056326163258849,0.18330964100845204
central,2035,10,53643.0366038623,157.843099062185,6862.33373711445,7020.17683617664,0.13086837137909502,0.002942471363577137,0.1279259000155178
central,2035,11,49467.2438266903,200.852216093642,5912.22671331733,6113.07892941097,0.12357832085467087,0.004060307398514715,0.11951801345615619
central,2035,12,50912.8346379014,147.244334096133,7813.08111577163,7960.32544986776,0.15635203787969407,0.0028920867428292607,0.15345995113686486
high,2026,1,38453.9144764349,0.0,11688.1832359748,11688.1832359748,0.3039530148000273,0.0,0.3039530148000273
high,2026,2,39748.8990095428,0.0,3403.20541842642,3403.20541842642,0.08561760207771762,0.0,0.08561760207771762
high,2026,3,44468.1494945655,0.0,8602.67855963361,8602.67855963361,0.19345708461929484,0.0,0.19345708461929484
high,2026,4,35987.2859131266,0.0,13094.8714053212,13094.8714053212,0.3638749373023643,0.0,0.3638749373023643
high,2026,5,38004.0600062339,0.0,11041.5400151682,11041.5400151682,0.29053580100013077,0.0,0.29053580100013077
high,2026,6,35777.1598621202,0.0,14921.3024701985,14921.3024701985,0.41706224104157397,0.0,0.41706224104157397
high,2026,7,38708.6448029871,0.0,16088.4168596154,16088.4168596154,0.4156285228144664,0.0,0.4156285228144664
high,2026,8,44795.4434096567,0.0,20471.8202807191,20471.8202807191,0.45700675610024044,0.0,0.45700675610024044
high,2026,9,45059.2409644827,0.0,19652.0903148056,19652.0903148056,0.4361389560533449,0.0,0.4361389560533449
high,2026,10,45458.7443929264,0.0,17019.1181361544,17019.1181361544,0.37438601447167685,0.0,0.37438601447167685
high,2026,11,39977.5479439678,0.0,9476.47275243428,9476.47275243428,0.2370448724298055,0.0,0.2370448724298055
high,2026,12,41882.7563489847,0.0,7994.87218509532,7994.87218509532,0.1908869635627295,0.0,0.1908869635627295
high,2027,1,48035.3513554349,0.0,14262.7640637383,14262.7640637383,0.29692223875290874,0.0,0.29692223875290874
high,2027,2,49653.1750560428,0.0,5261.79839677666,5261.79839677666,0.10597103590732611,0.0,0.10597103590732611
high,2027,3,55548.2943995655,0.0,10230.3142061744,10230.3142061744,0.18416972684321378,0.0,0.18416972684321378
high,2027,4,44954.3688611266,0.0,17573.0707106703,17573.0707106703,0.39090907415377524,0.0,0.39090907415377524
high,2027,5,47473.6171112339,0.0,15508.9064894292,15508.9064894292,0.32668474477288684,0.0,0.32668474477288684
high,2027,6,44691.9379656202,0.0,17692.2118567809,17692.2118567809,0.39587032163140573,0.0,0.39587032163140573
high,2027,7,48353.6030459871,0.0,19820.9874871437,19820.9874871437,0.4099174878093941,0.0,0.4099174878093941
high,2027,8,55956.9134396567,0.0,23656.6271093634,23656.6271093634,0.4227650464472891,0.0,0.4227650464472891
high,2027,9,56286.4401909827,0.0,22934.6329019542,22934.6329019542,0.4074628422784572,0.0,0.4074628422784572
high,2027,10,56785.5349124264,0.0,19873.7094780978,19873.7094780978,0.34997837933105086,0.0,0.34997837933105086
high,2027,11,49938.5656119678,0.0,11120.7306528773,11120.7306528773,0.22268822735693897,0.0,0.22268822735693897
high,2027,12,52318.4858379847,0.0,10706.6749487658,10706.6749487658,0.20464420514617515,0.0,0.20464420514617515
high,2028,1,48017.1142725434,0.0,11632.4322049943,11632.4322049943,0.24225596188411153,0.0,0.24225596188411153
high,2028,2,51191.5999282772,0.0,2998.25190493293,2998.25190493293,0.058569216612367615,0.0,0.058569216612367615
high,2028,3,55829.3122009806,0.0,6415.85392665863,6415.85392665863,0.11491909310224209,0.0,0.11491909310224209
high,2028,4,44115.6512847587,0.0,12183.8163991113,12183.8163991113,0.2761789987065345,0.0,0.2761789987065345
high,2028,5,47873.4101530453,0.0,11541.5266316722,11541.5266316722,0.2410842802878547,0.0,0.2410842802878547
high,2028,6,44847.8624953348,0.0,17769.4657864233,17769.4657864233,0.3962165596692982,0.0,0.3962165596692982
high,2028,7,48499.4302639148,0.0,15546.5817030556,15546.5817030556,0.32055184191767255,0.0,0.32055184191767255
high,2028,8,56081.2910823909,0.0,20088.6987011623,20088.6987011623,0.35820678007660917,0.0,0.35820678007660917
high,2028,9,56453.1531763702,0.0,19723.7563936742,19723.7563936742,0.3493827232653152,0.0,0.3493827232653152
high,2028,10,56045.1555815536,0.0,13768.4370225651,13768.4370225651,0.2456668534451668,0.0,0.2456668534451668
high,2028,11,50183.8890271319,0.0,6716.30480323984,6716.30480323984,0.13383388440877256,0.0,0.13383388440877256
high,2028,12,52596.2388469241,0.0,8111.87241319209,8111.87241319209,0.15422913483986667,0.0,0.15422913483986667
high,2029,1,48035.3513554349,0.0,9582.31724987426,9582.31724987426,0.19948469157580298,0.0,0.19948469157580298
high,2029,2,49653.1750560428,0.0,3046.79601666218,3046.79601666218,0.06136155468856336,0.0,0.06136155468856336
high,2029,3,55548.2943995655,0.0,5993.36749874025,5993.36749874025,0.10789471690398347,0.0,0.10789471690398347
high,2029,4,44954.3688611266,0.0,10532.2502484935,10532.2502484935,0.23428757905666106,0.0,0.23428757905666106
high,2029,5,47473.6171112339,0.0,8807.77604512162,8807.77604512162,0.1855299128457898,0.0,0.1855299128457898
high,2029,6,44691.9379656202,0.0,10224.7588827115,10224.7588827115,0.2287830724766739,0.0,0.2287830724766739
high,2029,7,48353.6030459871,0.0,11135.1686762952,11135.1686762952,0.23028622429035955,0.0,0.23028622429035955
high,2029,8,55956.9134396567,0.0,16997.6536913704,16997.6536913704,0.3037632465146684,0.0,0.3037632465146684
high,2029,9,56286.4401909827,0.0,16261.510231935,16261.510231935,0.2889063542970365,0.0,0.2889063542970365
