"MES_REFERENCIA";"SUBMERCADO";"PERIODO_COMERCIALIZACAO";"DIA";"HORA";"PLD_HORA"
"202401";NORTE;110;"05";"13";61.07
"202401";SUDESTE;110;"05";"13";61.07
"202401";SUL;110;"05";"13";61.07
"202401";NORDESTE;111;"05";"14";61.07
"202401";NORTE;111;"05";"14";61.07
"202401";SUDESTE;111;"05";"14";61.07
"202401";SUL;111;"05";"14";61.07
"202401";NORDESTE;112;"05";"15";61.07
"202401";NORTE;112;"05";"15";61.07
"202401";SUDESTE;112;"05";"15";61.07
"202401";SUL;112;"05";"15";61.07
"202401";NORDESTE;113;"05";"16";61.07
"202401";NORTE;113;"05";"16";61.07
"202401";SUDESTE;113;"05";"16";61.07
"202401";SUL;113;"05";"16";61.07
"202401";NORDESTE;114;"05";"17";61.07
"202401";NORTE;114;"05";"17";61.07
"202401";SUDESTE;114;"05";"17";61.07
"202401";SUL;114;"05";"17";61.07
"202401";NORDESTE;115;"05";"18";61.07
"202401";NORTE;115;"05";"18";61.07
"202401";SUDESTE;115;"05";"18";61.07
"202401";SUL;115;"05";"18";61.07
"202401";NORDESTE;116;"05";"19";61.07
"202401";NORTE;116;"05";"19";61.07
"202401";SUDESTE;116;"05";"19";61.07
"202401";SUL;116;"05";"19";61.07
"202401";NORDESTE;117;"05";"20";61.07
"202401";NORTE;117;"05";"20";61.07
"202401";SUDESTE;117;"05";"20";61.07
"202401";SUL;117;"05";"20";61.07
"202401";NORDESTE;118;"05";"21";61.07
"202401";NORTE;118;"05";"21";61.07
"202401";SUDESTE;118;"05";"21";61.07
"202401";SUL;118;"05";"21";61.07
"202401";NORDESTE;119;"05";"22";61.07
"202401";NORTE;119;"05";"22";61.07
"202401";SUDESTE;119;"05";"22";61.07
"202401";SUL;119;"05";"22";61.07
"202401";NORDESTE;120;"05";"23";61.07
"202401";NORTE;120;"05";"23";61.07
"202401";SUDESTE;120;"05";"23";61.07
"202401";SUL;120;"05";"23";61.07
"202401";NORDESTE;121;"06";"00";61.07
"202401";NORTE;121;"06";"00";61.07
"202401";SUDESTE;121;"06";"00";61.07
"202401";SUL;121;"06";"00";61.07
"202401";NORDESTE;122;"06";"01";61.07
"202401";NORTE;122;"06";"01";61.07
"202401";SUDESTE;122;"06";"01";61.07
"202401";SUL;122;"06";"01";61.07
"202401";NORDESTE;123;"06";"02";61.07
"202401";NORTE;123;"06";"02";61.07
"202401";SUDESTE;123;"06";"02";61.07
"202401";SUL;123;"06";"02";61.07
"202401";NORDESTE;124;"06";"03";61.07
"202401";NORTE;124;"06";"03";61.07
"202401";SUDESTE;124;"06";"03";61.07
"202401";SUL;124;"06";"03";61.07
"202401";NORDESTE;125;"06";"04";61.07
"202401";NORTE;125;"06";"04";61.07
"202401";SUDESTE;125;"06";"04";61.07
"202401";SUL;125;"06";"04";61.07
"202401";NORDESTE;126;"06";"05";61.07
"202401";NORTE;126;"06";"05";61.07
"202401";SUDESTE;126;"06";"05";61.07
"202401";SUL;126;"06";"05";61.07
"202401";NORDESTE;127;"06";"06";61.07
"202401";NORTE;127;"06";"06";61.07
"202401";SUDESTE;127;"06";"06";61.07
"202401";SUL;127;"06";"06";61.07
"202401";NORDESTE;128;"06";"07";61.07
"202401";NORTE;128;"06";"07";61.07
"202401";SUDESTE;128;"06";"07";61.07
"202401";SUL;128;"06";"07";61.07
"202401";NORDESTE;129;"06";"08";61.07
"202401";NORTE;129;"06";"08";61.07
"202401";SUDESTE;129;"06";"08";61.07
"202401";SUL;129;"06";"08";61.07
"202401";NORDESTE;130;"06";"09";61.07
"202401";NORTE;130;"06";"09";61.07
"202401";SUDESTE;130;"06";"09";61.07
"202401";SUL;130;"06";"09";61.07
"202401";NORDESTE;131;"06";"10";61.07
"202401";NORTE;131;"06";"10";61.07
"202401";SUDESTE;131;"06";"10";61.07
"202401";SUL;131;"06";"10";61.07
